q0,q1,q2,q3,q4,q5
-1.0370988832652537,0.7640141759080079,-0.0342593554410231,0.5349619506810456,-0.4663290445873882,-0.3509810120227654
-1.0559419417389355,0.7712605278605407,-0.0364444302925679,0.5373991923085504,-0.4555990833607322,-0.378870964723411
-1.0742945010639429,0.7783182517584145,-0.0385726259832286,0.5397729906821336,-0.445148431188619,-0.4060349207353908
-1.0921309921705635,0.7851775146714555,-0.0406409774778288,0.5420800385891595,-0.4349916480814105,-0.4324350348147439
-1.109427226158156,0.791829014432097,-0.0426466797880726,0.5443172073339522,-0.425142508128189,-0.4580355045307935
-1.126160480555715,0.7982640128080418,-0.0445870979754743,0.5464815578951054,-0.4156139503766776,-0.4828026979419706
-1.142309585582442,0.8044743686749265,-0.0464597771542893,0.5485703520827931,-0.406418029713161,-0.5067052812716482
-1.1578550104083094,0.8104525711889825,-0.048262452494443,0.5505810636960785,-0.3975658677424054,-0.5297143465839722
-1.172778949414627,0.8161917729597012,-0.049993059224462,0.5525113896802251,-0.3890676036675776,-0.5518035394596859
-1.187065408454612,0.821685823222495,-0.0516497426344029,0.5543592612840056,-0.3809323451701658,-0.5729491866719685
-1.200700291113952,0.8269293010113615,-0.0532308680787834,0.5561228552170128,-0.3731681192898999,-0.5931304238622561
-1.2136714849713752,0.8319175483315454,-0.0547350309795116,0.5578006048069692,-0.3657818233046712,-0.6123293232160802
-1.225968947859215,0.8366467033322029,-0.0561610668288169,0.5593912111570372,-0.3587791756104521,-0.6305310211388906
-1.2375847941239788,0.8411137334790633,-0.0575080611921786,0.5608936543031283,-0.352164666601217,-0.647723845931889
-1.248513380886913,0.845316468727092,-0.0587753597112575,0.5623072043712143,-0.3459415095488618,-0.6638994454678577
-1.2587513943045716,0.8492536346931547,-0.0599625781068248,0.5636314327346365,-0.3401115914831243,-0.6790529148669953
-1.2682979358293838,0.8529248858286791,-0.0610696121816927,0.5648662231714155,-0.3346754240715036,-0.6931829241727359
-1.2771546084702172,0.8563308385923177,-0.0620966478236443,0.5660117830215625,-0.3296320944991807,-0.70629184602759
-1.2853256030529483,0.8594731046226125,-0.0630441710083636,0.5670686543443874,-0.3249792163489389,-0.7183858833489674
-1.2928177844810282,0.8623543239106557,-0.0639129778023654,0.5680377250758103,-0.3207128804810832,-0.7294751970050104
-1.299640777996049,0.8649781979727535,-0.0647041843659255,0.5689202401856706,-0.3168276059133604,-0.7395740334904213
-1.3058070554383134,0.8673495230230904,-0.065419236956011,0.5697178128350375,-0.3133162907008803,-0.7487008526022962
-1.3113320215073967,0.8694742231463902,-0.0660599219292098,0.5704324355335197,-0.3101701628160335,-0.756878455115956
-1.3162341000227182,0.87135938347058,-0.0666283757446608,0.5710664912965757,-0.3073787310284129,-0.7641341104607684
-1.3205348201841065,0.8730132833394519,-0.0671270949669836,0.5716227648028234,-0.3049297357847351,-0.7704996843959853
-1.3242589028323657,0.8744454294853281,-0.0675589462692097,0.5721044535513501,-0.3028091000887577,-0.7760117666865693
-1.327434346709843,0.8756665892017222,-0.0679271764357115,0.572515179019023,-0.3010008803812006,-0.7807117987790293
-1.3300925147209963,0.8766888235160022,-0.0682354223651326,0.5728589978177988,-0.2994872174196679,-0.7846462014772413
-1.332268220192961,0.877525520362054,-0.0684877210733173,0.5731404128520338,-0.2982482871585635,-0.7878665026182887
-1.3339998131361144,0.8781914277529452,-0.0686885196962414,0.5733643844757934,-0.2972622516290162,-0.7904294647482848
-1.3353292665046466,0.8787026869535848,-0.0688426854929424,0.5735363416501629,-0.2965052098187963,-0.7923972127982035
